Name,Smile,Vendor
Z1575083126,COc1nc(NS(=O)(=O)c2cnn(Cc3ccccc3)c2)n[nH]1,enamine
Z1414397277,Cc1cc(C(=O)N(C)C(C)c2sc(-c3ccccc3)nc2C)on1,enamine
Z238469290,Cc1oc(-c2ccccc2)nc1Cn1cnc2c(Cl)cc(Cl)cc2c1=O,enamine
Z1416386131,CC(C)c1cc(NS(=O)(=O)c2cccc(-c3nnco3)c2)[nH]n1,enamine
Z296385802,Cc1oc(-c2ccccc2)nc1C(=O)N(C)Cc1nc2ccccc2n1C(F)F,enamine
Z1232907787,CCS(=O)(=O)Nc1ccc(NC(C)c2ccccc2)cc1OC,enamine
Z1575848067,COc1ccc(-n2nc(C(=O)Nc3nn(C)cc3C#N)cc2C)cc1,enamine
Z141148906,CS(=O)(=O)Nc1cccc(C(=O)Nc2ccc(-n3cnc4ccccc43)cc2)c1,enamine
Z1575610443,COc1ccc(-n2nc(C(=O)N(C)c3nccs3)cc2C)cc1,enamine
Z1764031543,O=c1c2cccnc2ncn1Cc1noc(-c2ccc(F)cc2F)n1,enamine
Z1575431558,CC(=O)Nc1ccccc1OCc1ncn(-c2ccccc2)n1,enamine
Z300110216,Cn1c(=O)oc2cc(S(=O)(=O)NCc3cccnc3)ccc21,enamine
Z118607246,CCN(CC)S(=O)(=O)c1ccc(-c2csc(CC(N)=O)n2)cc1,enamine
Z300530798,O=c1c(Cl)c(Cl)cnn1-c1ccc(S(=O)(=O)NC2CCN(C3CC3)CC2)cc1,enamine
Z300676706,CC(C)NS(=O)(=O)c1ccc(NC(=O)C2CCCN2C(=O)c2ccccc2)cc1,enamine
Z1575658569,CC1CC(CNS(=O)(=O)c2ccc(-n3cccn3)c(F)c2)CCO1,enamine
Z1575656099,CC1CC(CNS(=O)(=O)c2cccc(-n3cnnn3)c2)CCO1,enamine
Z144392154,NS(=O)(=O)c1cccc(NC(=O)Cc2csc(-c3ccccc3Cl)n2)c1,enamine
Z1575450939,CC(C)c1ocnc1Cn1nc(-c2ccc(F)cc2)oc1=O,enamine
Z145079246,Cc1nc2ccccc2c(=O)n1-c1ccc(C(=O)N2CC(=O)Nc3ccccc32)cc1,enamine
Z145243912,CNC(=O)c1ccc(S(=O)(=O)Nc2ccc3oc(C)nc3c2)cc1,enamine
Z145386282,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1nccnc1-c1nc2ccccc2s1,enamine
Z237518656,O=C(O)c1ccccc1S(=O)(=O)NCc1c(C(=O)O)oc2ccccc12,enamine
Z146330822,CC(C)n1ncc2cc(NC(=O)Cc3noc4ccccc34)cnc21,enamine
Z146391362,Cc1nn(Cc2ccccc2)c(C)c1CNC(=O)c1c(C)oc2nc[nH]c(=O)c12,enamine
Z978980136,Cc1c(C(=O)N(C)Cc2nnc3ccccn23)oc2ccccc12,enamine
Z978980002,CN(Cc1nnc2ccccn12)C(=O)c1ccc2ccccc2n1,enamine
Z240396688,CCN1CCN(c2ccccc2NC(=O)Cc2nc(-c3ccccc3)oc2C)CC1,enamine
Z147096930,CC1c2ccsc2CCN1C(=O)CCc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1,enamine
Z240372916,O=C(Cc1cnn(-c2ccccc2)c1)Nc1cccc2cccnc12,enamine
Z240372920,Cc1oc(-c2ccccc2)nc1CC(=O)Nc1cccc2cccnc12,enamine
Z192873310,Cc1c(C(=O)Nc2cccc3cccnc23)cnn1-c1ccccc1,enamine
Z1576177933,Cc1cc(=O)c(C(=O)NCC2CCOC(C)C2)nn1-c1ccccc1F,enamine
Z1577401888,COc1ccc(-n2nc(C(=O)Nc3ncc(C)[nH]3)cc2C)cc1,enamine
Z151006274,O=C(Cn1nc(-c2ccc(F)cc2)oc1=O)N(C1CCCC1)C1CCS(=O)(=O)C1,enamine
Z151005110,CC(C(=O)N(C)c1ccccc1)n1nc(-c2ccc(F)cc2)oc1=O,enamine
Z151005332,O=c1oc(-c2ccc(F)cc2)nn1Cc1ncc(-c2ccccc2)o1,enamine
Z151006294,O=C(Cn1nc(-c2ccc(F)cc2)oc1=O)N(C1CC1)C1CCS(=O)(=O)C1,enamine
Z151696712,Cc1nn(Cc2ccc(C#N)cc2)c(C)c1S(=O)(=O)N1CCc2ccccc21,enamine
Z223864664,COc1ccccc1NC(=O)c1occc1COc1ccccc1,enamine
Z152416224,COc1ccc(OC)c(NC(=O)Cn2cnc3cc(F)ccc3c2=O)c1,enamine
Z152559824,CCOC(=O)c1oc2ccccc2c1Cn1cnc2ccccc2c1=O,enamine
Z152745012,Cn1c(=O)c2c(ncn2Cc2ccc(-n3cccn3)cc2)n(C)c1=O,enamine
Z153345710,COc1ccc(-c2nc(Cn3nc(-c4ccc(F)cc4)oc3=O)cs2)cc1,enamine
Z154124602,Cc1ccccc1-c1noc(Cn2nc(C)c(S(=O)(=O)N3CCc4ccccc43)c2C)n1,enamine
Z154197102,O=c1n(Cc2nc(-c3cccc(Cl)c3)no2)nnn1-c1ccccc1,enamine
Z154197034,Cc1nc2ccccc2nc1Cn1nnn(-c2ccccc2)c1=O,enamine
Z154197052,O=c1n(Cc2nc(-c3ccccc3)no2)nnn1-c1ccccc1,enamine
Z154197176,O=c1n(Cc2nc3ccccc3s2)nnn1-c1ccccc1,enamine
Z1135599399,CCOC(=O)c1c(Cc2nc3cccc(F)c3c(=O)[nH]2)nc2ccccc2c1C,enamine
Z154660584,COc1ccc(-c2noc(Cn3cnc4cc(F)ccc4c3=O)n2)cc1OC,enamine
Z154660636,Cc1ccccc1-c1noc(Cn2cnc3cc(F)ccc3c2=O)n1,enamine
Z1957051664,O=S(=O)(Cc1ccon1)c1n[nH]c(Cc2ccccc2)n1,enamine
Z287493180,Cc1nc(-c2ccc(NC(=O)Cn3cccc(C(F)(F)F)c3=O)cc2)cs1,enamine
Z1136136889,N#Cc1ccccc1CS(=O)(=O)Cc1ccc(-n2cccn2)cc1,enamine
Z1136149316,O=S(=O)(Cc1ccc(-n2cccn2)cc1)Cc1noc(C2CC2)n1,enamine
Z1136136250,O=S(=O)(Cc1ccc(-n2cccn2)cc1)Cc1cccc(Cl)c1,enamine
Z1136166622,N#Cc1cccc(CS(=O)(=O)c2ccc3ccccc3n2)c1,enamine
Z316981864,Cc1cc(C)cc(CS(=O)Cc2coc(-c3ccccc3)n2)c1,enamine
Z1136132997,COc1ccc(F)cc1CS(=O)Cc1ccc(-n2cccn2)cc1,enamine
Z1136148814,O=S(=O)(Cc1ccn(-c2cccc(F)c2)n1)Cc1ccno1,enamine
Z1136160170,O=S(=O)(Cc1ccccn1)Cc1ccn(-c2cccc(F)c2)n1,enamine
Z335779584,COc1ccccc1Nc1nc(N)nc(COc2ccc(-c3nnco3)cc2)n1,enamine
Z1136166886,Cc1cc(C)cc(CS(=O)(=O)c2nnc(-c3ccccc3)n2C)c1,enamine
Z1136141640,O=S(=O)(Cc1ccc(F)cc1)Cc1ccc(-n2cccn2)cc1,enamine
Z1136137483,O=S(=O)(Cc1ccc(-n2cccn2)cc1)Cc1ccccc1Cl,enamine
Z1368307317,O=C(Nc1cc(CCc2ccccc2)ccn1)C1CCCN(c2ncccn2)C1,enamine
Z884786894,COc1ccc(Br)cc1S(=O)(=O)NCc1ccc(-n2ccnc2)cc1,enamine
Z1464328033,C=CCNc1ncc(C(=O)NCc2cn(-c3ccccc3)nn2)s1,enamine
Z1136407738,O=S(=O)(Nc1nnc[nH]1)c1csc(-c2ccc(F)cc2)n1,enamine
Z1381566339,CCOC(C)c1noc(CNc2c(C)cccc2C(N)=O)n1,enamine
Z1578603951,CC(CO)N1Cc2cccc(NC(=O)Cc3csc(-c4cccnc4)n3)c2C1,enamine
Z1478318679,Cc1cc(C)cc(NS(=O)(=O)c2cnn(-c3cc(C)ccn3)c2)c1,enamine
Z223342882,O=S(=O)(NCc1ccc(-n2cccn2)nc1)c1cccc2c1N=S=N2,enamine
Z367433260,O=C(NC1CCCc2c1cnn2Cc1ccccc1)c1ccc(Br)o1,enamine
Z1765526211,CN(C(=O)c1cn(-c2cccc(Cl)c2)nn1)c1nccs1,enamine
Z1359963291,N#Cc1cc(F)ccc1NC(=O)c1cnn(-c2cccc(Br)c2)c1,enamine
Z1894587116,Cn1nccc1CS(=O)(=O)Cc1cc(-c2ccccc2)on1,enamine
Z1391438401,COc1ccc(C)cc1-n1ccc(C(=O)Nc2cccc3c2N(C(C)=O)CC3)n1,enamine
Z1578768294,O=S(=O)(CC1CCC1)Nc1ccccc1OCc1cscn1,enamine
Z2080378754,COc1c(NC(=O)c2cnn(-c3ccc(F)cc3F)c2)cc(Cl)cc1C(N)=O,enamine
Z1578772671,O=S(=O)(Nc1ccc(-c2ncc[nH]2)cc1)c1ccc2c(c1)CCCO2,enamine
Z385198602,O=S(=O)(c1c(Cl)cccc1Cl)N1CCc2nc(-c3ccccc3)ncc2C1,enamine
Z226207718,CCOC(=O)c1c(C)oc2ncn(Cc3nc(-c4cccnc4)no3)c(=O)c12,enamine
Z279723598,CC1CN(C(=O)COc2cccc(Oc3ccccn3)c2)CCO1,enamine
Z319091700,O=c1c(Cl)c(N2CCOC(c3ccc(F)cc3)C2)cnn1-c1ccccc1,enamine
Z238013716,COc1ccc(F)cc1C(=O)Nc1nc(-c2ccc3c(c2)OCO3)cs1,enamine
Z240692674,Cn1ccnc1-c1sc(NC(=O)c2nn(C)c(=O)c3ccccc23)nc1-c1ccccc1,enamine
Z257220996,O=C(NCc1cn(Cc2ccccc2)nc1-c1ccccc1)c1ccc(=O)[nH]n1,enamine
Z394687390,O=S(=O)(Nc1cccc(Oc2cnccn2)c1)c1c(F)cccc1F,enamine
Z226411362,O=c1oc(-c2ccc(F)cc2)nn1Cc1coc(-c2ccccc2)n1,enamine
Z383841546,O=C(Nc1cccc(OCc2ccccn2)c1)c1cccnc1-n1cncn1,enamine
Z417027496,COc1cccc(CS(=O)(=O)Cc2cc(-c3ccccc3)on2)c1,enamine
Z1137563283,O=C(NCc1nc(-c2ccc(F)cc2)n[nH]1)C1CC1c1cccnc1,enamine
Z1137564783,CCc1ccc(C(=O)NCc2nc(-c3ccc(F)cc3)n[nH]2)o1,enamine
Z145121742,Cn1cc(C(=O)NCc2ccc(Oc3ccc(F)cc3)cc2)cn1,enamine
Z164726470,O=C(Cc1coc(-c2ccccc2)n1)Nc1ccccc1Br,enamine
Z164724244,Cc1ccc(C)c(NC(=O)Cc2csc(COc3ccc(Cl)cc3)n2)c1,enamine
Z959179178,NC(=O)c1ccc(CS(=O)Cc2coc(-c3ccccc3)n2)cc1,enamine
Z164744784,Cc1ccc(F)cc1NC(=O)Cc1csc(COc2ccc(Cl)cc2)n1,enamine
Z164812612,Cc1cc(F)ccc1NC(=O)Cc1csc(COc2ccc(Cl)cc2)n1,enamine
Z164850904,CCOC(=O)c1sc(-c2ccc(Cl)cc2)cc1NC(=O)C1CCS(=O)(=O)C1,enamine
Z164781062,CCc1ccccc1NC(=O)Cc1csc(COc2ccc(Cl)cc2)n1,enamine
Z164974318,O=C(Nc1ccc(OC(F)F)c(Cc2ccccc2)c1)c1cnccn1,enamine
Z165070232,CC(=O)Nc1cccc(C(=O)NCc2ccc(Cn3cccn3)cc2)c1,enamine
Z165069690,O=C(NCc1ccc(Cn2cccn2)cc1)c1ccc2[nH]cnc2c1,enamine
Z165165528,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCc3cccnc3)cc2)cc1,enamine
Z840271186,O=c1[nH]c(-c2ccnc(Oc3ccccc3Cl)c2)nc2ccsc12,enamine
Z165198500,N#Cc1cccc(S(=O)(=O)NCc2ccc(Cn3cccn3)cc2)c1,enamine
Z165198516,COc1ccc(Br)cc1S(=O)(=O)NCc1ccc(Cn2cccn2)cc1,enamine
Z165198536,O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccc(OC(F)(F)F)cc1,enamine
Z165198584,O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1cc(F)ccc1F,enamine
Z165198348,Cc1ccc(S(=O)(=O)NCc2ccc(Cn3cccn3)cc2)cc1,enamine
Z165198366,O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1F,enamine
Z165166856,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NC3CCCC3)cc2)cc1,enamine
Z165167484,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N(C)C(C)C)cc2)cc1,enamine
Z165198426,O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1cccc(Cl)c1Cl,enamine
Z165198480,O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1Br,enamine
Z165164358,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)cc1,enamine
Z165403420,Cc1nc(-c2ccc3c(c2)CCN3C(=O)Cn2ncc(Cl)c(Cl)c2=O)cs1,enamine
Z995305774,COC(=O)c1ccc(OCc2nnc(Cc3ccccc3)o2)cc1,enamine
Z165801302,Cc1nc(-c2ccc3c(c2)CCN3C(=O)COc2ccc(-n3cnnn3)cc2)cs1,enamine
Z165765850,Cc1nc(-c2ccc3c(c2)CCN3C(=O)Cn2nc(-c3ccc(F)cc3)oc2=O)cs1,enamine
Z165765852,NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)Cn1nc(-c2ccc(F)cc2)oc1=O,enamine
Z839814778,NC(=O)c1cc(Cl)ccc1NCc1nc(Cc2ccccc2)no1,enamine
Z839814292,Cc1ccccc1-c1noc(CNc2ccc(Cl)cc2C(N)=O)n1,enamine
Z1138602816,CCc1ccc(S(=O)(=O)Nc2ncn(Cc3ccncc3)n2)s1,enamine
Z1138602872,Cc1cc(F)ccc1S(=O)(=O)Nc1ncn(Cc2ccccn2)n1,enamine
Z1138602873,Cc1ccc(F)cc1S(=O)(=O)Nc1ncn(Cc2ccccn2)n1,enamine
Z1138602886,O=S(=O)(Nc1ncn(Cc2ccccn2)n1)c1cccc(Cl)c1,enamine
Z1138602887,Cc1ccc(C)c(S(=O)(=O)Nc2ncn(Cc3ccccn3)n2)c1,enamine
Z839915306,Cc1nc(COc2ccc(C3NC(=O)c4ccccc4N3C)cc2)no1,enamine
Z1784245148,COC(=O)C1C(O)CCCN1Cc1coc2ccccc12,enamine
Z846284080,Cc1ccc(C2CCCN2C(=O)Cc2c(C)nc(-c3ccccn3)[nH]c2=O)cc1C,enamine
Z166571964,COc1ccc(-c2noc(Cn3cnc4cc(Cl)ccc4c3=O)n2)cc1OC,enamine
Z238121166,Cc1nc(COc2ccc(F)cc2)sc1C(=O)Nc1ccn(C)n1,enamine
Z106948872,CC(=O)Nc1ccccc1OCc1ncc(-c2ccc(Cl)cc2)o1,enamine
Z153345838,N#Cc1ccsc1NC(=O)Cn1nc(-c2ccc(F)cc2)oc1=O,enamine
Z166572798,O=c1c2ccc(Cl)cc2ncn1Cc1nc(-c2cccc(Cl)c2)no1,enamine
Z1139319185,O=C(CCn1ccc2ccccc21)N1CCCC1Cn1cccn1,enamine
Z1139319973,Cc1ccc(-c2cc(C(=O)N3CCCC3Cn3cccn3)n[nH]2)s1,enamine
Z1139319443,O=C(CCc1cnn(-c2ccccc2)c1)N1CCCC1Cn1cccn1,enamine
Z1449888832,Cc1cccc2c(N3CCn4c(nnc4-c4ccccc4)C3)ncnc12,enamine
Z1139296243,Cc1nnc2n1CCN(C(=O)COc1ccc(-c3ccccc3)cc1)C2,enamine
Z1139314676,O=C(c1ccc(-n2cnnc2)cc1)N1CCCCC1Cn1cccn1,enamine
Z165167102,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NC3CC3)cc2)cc1,enamine
Z166573714,O=c1c2ccc(Cl)cc2ncn1Cc1nc(-c2ccc(Cl)cc2)no1,enamine
Z1778714620,O=c1c2ccncc2ncn1Cc1cnn(-c2ccccc2)c1,enamine
Z1139445372,Cc1nccn1-c1ccnc(C(=O)N2CCCC2Cn2cccn2)c1,enamine
Z166658934,COc1ccccc1CC(=O)Nc1cnc(-c2ccccc2)nc1,enamine
Z1139409947,c1ccc(OCc2nc(CNC3CCc4ncnn4C3)cs2)cc1,enamine
Z143836854,COc1cccc(CN(C)Cc2csc(N(C(C)=O)c3ccccc3F)n2)c1OC,enamine
Z139386528,CC(=O)N(c1nc(CN(C)C(c2ccccc2)c2ccccc2)cs1)c1ccccc1F,enamine
Z1263969707,Cc1ccccc1-c1nnc(Cn2nc3ccccn3c2=O)o1,enamine
Z914109970,Cc1ccc(-c2nc(C(=O)Nc3ccc(N(C)C)cn3)cs2)o1,enamine
Z1420611131,Cc1cccn2c(CNc3ccn(CCc4ccncc4)n3)cnc12,enamine
Z1139877971,COc1ccsc1C(=O)NCc1ccc(-n2cccn2)cc1,enamine
Z1139941596,CC(=O)Nc1cc(Cl)ccc1NC(=O)c1ccc(-n2nc(C)cc2C)cc1,enamine
Z1139903290,CC(C)Oc1ccccc1C(=O)Nc1ccn(Cc2cccnc2)n1,enamine
Z167618874,O=C(CN1CCCC1=O)Nc1ccc(Oc2ccccc2Cl)cc1,enamine
Z167620018,COc1ccccc1Oc1ccc(NC(=O)c2n[nH]c(=O)c3ccccc23)cc1,enamine
Z167742114,COc1cc(C#N)ccc1OCc1nnc(-c2c(-c3ccccc3)noc2C)o1,enamine
Z167610738,CCOc1cc2c(cc1NC(=O)c1nn(-c3ccccc3)c(C)cc1=O)OC(C)C2,enamine
Z843955586,Cc1nnc(NC(=O)c2cccn(Cc3ccccc3)c2=O)s1,enamine
Z167624958,COc1ccccc1Oc1ccc(NC(=O)c2cnn(C)c2)cc1,enamine
Z167623402,COc1ccccc1Oc1ccc(NC(=O)CN2C(=O)COc3ccccc32)cc1,enamine
Z167695592,CCOC(=O)c1sc(-c2ccc3c(c2)OCO3)cc1NC(=O)Cc1c(C)noc1C,enamine
Z167692726,CCOC(=O)c1sc(-c2ccc3c(c2)OCO3)cc1NC(=O)c1cnccn1,enamine
Z844194010,Cc1cccc(Cn2cccc(C(=O)Nc3nnc(C(C)C)s3)c2=O)c1,enamine
Z167742432,COc1cc(C#N)ccc1OC(C)c1nnc(-c2cccc(C)c2)o1,enamine
Z167974600,CS(=O)(=O)c1nc2ccccc2n1Cc1nnc(-c2ccccc2)o1,enamine
Z167976068,COc1ccc(-c2nnc(Cn3c(S(C)(=O)=O)nc4ccccc43)o2)cc1,enamine
Z423399440,O=C(Cc1ccc(-n2cccn2)cc1)Nc1cccc2cnccc12,enamine
Z167975136,COc1cccc(-c2noc(Cn3c(S(C)(=O)=O)nc4ccccc43)n2)c1,enamine
Z845038436,COc1ccccc1-c1nnc(NC(=O)CN2CCCCCC2=O)[nH]1,enamine
Z1140127495,O=C(CN1Cc2ccccc2C1=O)Nc1ccc(-c2ncc[nH]2)cc1,enamine
Z167025426,COc1ccc(C)cc1NC(=O)Cc1csc(COc2ccc(C)cc2)n1,enamine
Z168615152,Cc1ccc(C)c(S(=O)(=O)Nc2ccc(C(=O)N3CCCC3c3cccnc3)cc2)c1,enamine
Z1487204290,CC(C)n1nc(C(=O)NCc2cccc(-c3ccccn3)c2)c2ccccc2c1=O,enamine
Z168721436,CCOc1cc2c(cc1NC(=O)c1ccc(-c3nnn[nH]3)cc1)OC(C)C2,enamine
Z168810576,Cc1nc(-c2ccc3c(c2)CCN3CC(=O)Nc2ccccc2C#N)cs1,enamine
Z119269738,COc1ccc(-c2nc(CC(=O)Nc3cccc(C(N)=O)c3)cs2)cc1,enamine
Z168978470,CC(Oc1ccccc1)c1nc(N)nc(Nc2ccccc2)n1,enamine
Z168928456,COC(=O)c1ccc(OC(C)c2nc(N)nc(Nc3ccccc3)n2)c(OC)c1,enamine
Z1385416020,COc1cc(Cl)c(C)cc1NCc1nnc(Cc2ccccc2)o1,enamine
Z109250324,O=C(Nc1ccccc1C(=O)N1CCCC1)c1ccc(Cn2nnc3ccccc32)cc1,enamine
Z300346434,CN(Cc1ccc(-c2ccc(Cl)cc2)o1)S(=O)(=O)c1cccc(S(C)(=O)=O)c1,enamine
Z1581622883,Cc1nc(-c2cc3c(s2)CCN(C(=O)Cc2ccn[nH]2)C3)cs1,enamine
Z169705162,COC(=O)c1cnc(NC(=O)c2nn(-c3ccccc3C(F)(F)F)c(C)cc2=O)s1,enamine
Z169704978,COC(=O)c1cnc(NC(=O)Cc2csc(-c3ccccc3Cl)n2)s1,enamine
Z847043540,O=S(=O)(Cc1cc(-c2ccccc2)on1)c1nccn1C1CC1,enamine
Z167807028,COc1ccc(-c2nnc(Cn3cnc4ccccc4c3=O)o2)cc1,enamine
Z169863112,O=c1cc(Cn2cc(-c3cnn(-c4ccccc4)c3)cn2)nc2ccccn12,enamine
Z316922654,Cc1oc(-c2ccccc2)nc1CS(=O)(=O)Cc1cccc(Cl)c1,enamine
Z169960210,COc1ccc(NC(=O)c2ccc3[nH]nnc3c2)c(OC)c1,enamine
Z169989776,COc1ccc(OC)c(C(C)NC(=O)c2ccc3[nH]nnc3c2)c1,enamine
Z1981985953,Cn1nc(-c2ccccc2)nc1C(=O)N1CCCC1c1nc2ccccc2s1,enamine
Z1582550917,Cc1nc(Cc2ccccc2)sc1C(C)NC1COc2ccccc21,enamine
Z185241426,Cc1cccc2c(=O)n(CC(=O)Nc3cnc(-c4ccccc4)nc3)cnc12,enamine
Z185236548,O=C(Cc1csc(-c2ccccn2)n1)Nc1cnc(-c2ccccc2)nc1,enamine
Z185238608,Cc1nc(-c2ccc3c(c2)CCN3CC(=O)Nc2cccc(S(N)(=O)=O)c2)cs1,enamine
Z185165278,Cc1nc(-c2ccc3c(c2)CCN3S(=O)(=O)c2ccccc2C#N)cs1,enamine
Z190426982,Cc1nn(Cc2ccccc2Cl)c(C)c1CN(C)C(=O)c1cccnc1O,enamine
Z192647452,CC(=O)Nc1cccc(C(=O)NCc2ccccc2Cn2cccn2)c1,enamine
Z238247646,COc1cccc(Cc2cnc(NC(=O)c3cc(C)on3)s2)c1,enamine
Z1449755513,Cc1noc(COc2ccc(OCc3nnc(C4CCC4)o3)cc2)n1,enamine
Z193080788,Cc1ccc(S(=O)(=O)N(Cc2nnc(-c3ccc(Cl)cc3)o2)C2CC2)cc1,enamine
Z1416556322,CNC(=O)Cc1noc(Cc2ccccc2C(F)(F)F)n1,enamine
Z1583262811,Cn1c(CS(=O)(=O)c2ccc3ccccc3n2)nnc1C1CC1,enamine
Z1449714938,Cc1noc(NS(=O)(=O)c2cnn(-c3ccccc3F)c2)c1C,enamine
Z193083624,O=S(=O)(c1cccc2c1N=S=N2)N(Cc1nnc(-c2ccccc2Cl)o1)C1CC1,enamine
Z1583266451,Cc1nc(S(=O)(=O)Cc2nnc(C)n2C)[nH]c1Cc1ccccc1,enamine
Z193023006,Cc1nn(-c2ccccc2)c(C)c1CN(C)S(=O)(=O)c1cc(F)cc(F)c1,enamine
Z193080936,N#Cc1cccc(S(=O)(=O)N(Cc2nnc(-c3ccc(Cl)cc3)o2)C2CC2)c1,enamine
Z193080824,O=S(=O)(c1ccccc1F)N(Cc1nnc(-c2ccc(Cl)cc2)o1)C1CC1,enamine
Z193080828,O=S(=O)(c1cccc(Cl)c1)N(Cc1nnc(-c2ccc(Cl)cc2)o1)C1CC1,enamine
Z193080834,Cc1ccc(C)c(S(=O)(=O)N(Cc2nnc(-c3ccc(Cl)cc3)o2)C2CC2)c1,enamine
Z237523178,Cc1nn(S(=O)(=O)c2ccc(Cl)cc2)c(C)c1S(=O)(=O)N1CCOCC1,enamine
Z1486771380,CC(NCc1cccc(-c2ccccn2)c1)c1cccc(S(=O)(=O)N(C)C)c1,enamine
Z237523088,Cc1ccc(C)c(S(=O)(=O)n2nc(C)c(S(=O)(=O)N3CCC(C)CC3)c2C)c1,enamine
Z193193414,CC(=O)Nc1ccc(-c2csc(NC(=O)Cn3nnc4ccccc4c3=O)n2)c(F)c1,enamine
Z237523120,COc1ccc(OC)c(S(=O)(=O)n2nc(C)c(S(=O)(=O)N3CCOCC3)c2C)c1,enamine
Z237523140,COc1ccc(S(=O)(=O)n2nc(C)c(S(=O)(=O)N(C)c3ccccc3)c2C)cc1,enamine
Z237523262,Cc1ccc(S(=O)(=O)n2nc(C)c(S(=O)(=O)N(C)c3ccccc3)c2C)cc1,enamine
Z237523264,Cc1nn(S(=O)(=O)c2ccc(F)cc2)c(C)c1S(=O)(=O)N(C)c1ccccc1,enamine
Z237523300,CCN(CC)S(=O)(=O)c1c(C)nn(S(=O)(=O)c2ccccc2)c1C,enamine
Z237523344,Cc1nn(S(=O)(=O)c2ccccc2)c(C)c1S(=O)(=O)N1CCCCCC1,enamine
Z237523282,CCOc1ccc(S(=O)(=O)n2nc(C)c(S(=O)(=O)N(C)c3ccccc3)c2C)cc1,enamine
Z237523306,Cc1nn(S(=O)(=O)c2ccccc2)c(C)c1S(=O)(=O)N1CCCC1,enamine
Z237523220,Cc1nn(S(=O)(=O)c2ccc(Cl)cc2)c(C)c1S(=O)(=O)N1CCCC(C)C1,enamine
Z237523294,COc1ccc(S(=O)(=O)n2nc(C)c(S(=O)(=O)N(C)c3ccccc3)c2C)cc1C,enamine
Z237523320,Cc1ccc(C)c(S(=O)(=O)n2nc(C)c(S(=O)(=O)N3CCCC(C)C3)c2C)c1,enamine
Z955830630,CC(NC(=O)c1cc(Br)c[nH]1)c1nc(-c2ccc(F)cc2)no1,enamine
Z850626552,O=c1ccc(-c2ccccc2)nn1Cc1coc(-c2ccccc2Cl)n1,enamine
Z940756558,O=c1c(Cl)c(NCc2ccccc2CO)cnn1-c1ccc(C(F)(F)F)cn1,enamine
Z236280130,Cc1nn(Cc2csc(-c3ccc(F)cc3)n2)c(=O)c(C#N)c1C,enamine
Z297420378,CC(NC(=O)c1cnn2cccnc12)c1ccc(-c2ccccc2)cc1,enamine
Z366649392,O=C(NCc1ccnc(-n2cccn2)c1)c1cccc2ncccc12,enamine
Z850655656,Cn1cc(CC(=O)Nc2cccc(Cn3cccn3)c2)c2ccccc21,enamine
Z990955624,O=c1[nH]c2ccccc2nc1Cn1nnc(-c2cccc(Cl)c2)n1,enamine
Z1583338584,CCn1ccnc(NCc2cnn(-c3ccccc3)c2)c1=O,enamine
Z426099076,O=S(=O)(c1ccc(COc2ccccc2F)o1)N1CCCC1,enamine
Z442765462,COC(=O)c1cnc(NC(=O)Cc2ccc(-n3cccn3)cc2)s1,enamine
Z417125838,O=S(=O)(Cc1cc(-c2ccccc2)on1)Cc1nc(Cc2ccccc2)no1,enamine
Z417083716,Cc1ccc(-c2noc(C(C)S(=O)(=O)Cc3nc4ccccc4nc3C)n2)cc1F,enamine
Z1460261142,Cc1ccc(-c2nnc(NS(=O)(=O)c3cccnc3)s2)c(C)c1,enamine
Z1583901165,O=C(Cn1cc(NCc2cccc(Cl)c2)cn1)N1CCOCC1,enamine
Z1583901456,Cc1ccc(CNc2cnn(CC(=O)N3CCOCC3)c2)c(C)c1,enamine
Z1583680803,Cc1ccccc1CS(=O)(=O)Cc1nnc(-c2ccccc2)n1C,enamine
Z1583769005,N#Cc1cn[nH]c1NS(=O)(=O)c1cnn(-c2ccccc2)c1,enamine
Z194464936,Cc1ccc(-c2noc(Cn3cnc4ccsc4c3=O)n2)cc1,enamine
Z905999488,COC(=O)c1cccc(C)c1NS(=O)(=O)c1cccc(-n2cnnn2)c1,enamine
Z194465420,COc1ccc(-c2noc(Cn3cnc4ccsc4c3=O)n2)c(OC)c1,enamine
Z1583764354,Cc1ccc(-n2nccc2NS(=O)(=O)c2cc(C)c(C)s2)nn1,enamine
Z995357904,Cc1nnc(Cn2c(-c3ccccn3)noc2=O)n1C1CC1,enamine
Z225510666,CC(c1ccc(-n2cncn2)cc1)N(C)C(=O)c1occc1COc1ccccc1,enamine
Z1143265677,Cc1ccc(-c2nc(CC(=O)Nc3ccncc3C#N)cs2)cc1,enamine
