Name,Smile,Vendor
Z1224903455,O=C(Nc1nncn1Cc1ccccc1)c1cccc(Cl)c1Cl,enamine
Z107080810,O=c1c2ccccc2nnn1Cc1ncc(-c2ccc(Cl)cc2)o1,enamine
Z107080482,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N1Cc1ncc(-c2ccc(Cl)cc2)o1,enamine
Z107092282,Clc1ccc(-c2cnc(COc3ccc(-c4nnco4)cc3)o2)cc1,enamine
Z107092298,c1ccc2oc(COc3ccc(-c4nnco4)cc3)nc2c1,enamine
Z107056594,CCc1nn2c(=O)cc(COc3ccc(F)cc3Br)nc2s1,enamine
Z373357426,c1ccc(Cn2ncc3c2CCCC3Nc2ncnc3nc[nH]c23)cc1,enamine
Z107155528,COc1cc(C#N)ccc1OCc1nc(N)nc(Nc2ccc(C)cc2)n1,enamine
Z339642780,Cc1[nH]c2ccccc2c1CC(=O)Nc1ccn(C)n1,enamine
Z339642936,Cc1ccc2[nH]c(C)c(CC(=O)Nc3ccn(C)n3)c2c1,enamine
Z115171658,Cn1ccc(NC(=O)Cn2c(C(F)(F)F)nc3ccccc32)n1,enamine
Z107201696,COc1ccc(-c2noc(Cn3nnc(-c4cccc(F)c4)n3)n2)c(OC)c1,enamine
Z107191300,O=C(Cn1nc(-c2ccc(F)cc2)c2ccccc2c1=O)N1CCOCC1,enamine
Z319116300,c1ccc(Cn2nnnc2CN2CCOC(c3ccccc3)C2)cc1,enamine
Z1123979597,COc1ccc(C(C)NC(=O)c2ccc(-n3cccn3)c(F)c2)c(OC)c1,enamine
Z107305756,Cc1nn(Cc2ccccc2Cl)c(C)c1S(=O)(=O)N1CCOCC1,enamine
Z366329936,Cc1c(C(C)NC(=O)c2cnc3sccn3c2=O)cnn1-c1ccc(F)cc1,enamine
Z224509544,COc1ccccc1NCc1nc(-c2cccc(C(F)(F)F)c2)no1,enamine
Z104343228,Cc1ccc(NC(=O)Cn2c(CNC(=O)c3ccccc3)nc3ccccc32)cc1C,enamine
Z106980898,NC(=O)c1ccccc1OCc1nc(-c2cccc(Cl)c2)no1,enamine
Z106764676,NC(=O)c1ccc(-c2nnn(Cc3nc4ccccc4s3)n2)cc1,enamine
Z815675602,CCOC(=O)c1ccn(-c2ccc(NS(=O)(=O)c3[nH]ncc3C(=O)OCC)cc2)n1,enamine
Z106800442,COc1ccccc1-c1noc(Cn2nnc(-c3cccc(C(=O)OC(C)C)c3)n2)n1,enamine
Z815197318,Cc1ccc(S(=O)(=O)NCc2ccc(Cn3ccccc3=O)cc2)s1,enamine
Z230137342,O=C(NCc1cn(Cc2ccccc2)nc1-c1ccccc1)c1cnc2sccn2c1=O,enamine
Z1123974116,O=C(Nc1ccccc1-n1cncn1)c1ccc(-n2cccn2)c(F)c1,enamine
Z146301874,O=C(NCc1cn(-c2ccccc2)nc1-c1ccc(F)cc1)c1cnc2sccn2c1=O,enamine
Z109267480,Cc1cc(-c2csc(NC(=O)C3Cc4ccccc4O3)n2)c(C)n1C,enamine
Z1895402120,O=S(=O)(CC1CCCCO1)c1nnc(-c2ccccc2F)[nH]1,enamine
Z1895375175,CCn1ccnc1CS(=O)(=O)c1nnc(Nc2ccccc2)s1,enamine
Z1269602424,Cc1cccc(OC(F)F)c1NC(=O)c1oc(-c2ccccc2)nc1C,enamine
Z109341498,Cc1cc(=O)c(C(=O)NC2CCOc3ccccc32)nn1-c1ccccc1F,enamine
Z109455710,Cc1cc(=O)c(C(=O)Nc2cccc3cccnc23)nn1-c1ccccc1F,enamine
Z109390896,NC(=O)C1CN(C(=O)c2ccc(Cn3nnc4ccccc43)cc2)c2ccccc2O1,enamine
Z109735940,O=C(Nc1ccccc1N1CCCC1=O)c1ccc(Cn2nnc3ccccc32)cc1,enamine
Z109812992,CC(=O)Nc1cccc(C(=O)NCc2c(C)nn(Cc3ccccc3)c2C)c1,enamine
Z1689059940,Cc1csc(=O)n1CCc1nc(CCn2nnc3ccccc32)no1,enamine
Z110037168,CCOC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)C1CCOCC1,enamine
Z1458915573,CCc1ccc(-c2ccc(C(=O)Nc3cc(COC)ncn3)o2)cc1,enamine
Z320134890,OCc1cc(F)cc(CO)c1OCc1csc(-c2ccccn2)n1,enamine
Z819796738,O=S(=O)(NCc1cccc(Cl)c1)c1cccc(-c2nnco2)c1,enamine
Z112211050,Cn1c(=O)c2c(ncn2Cc2cc(-c3ccccc3)on2)n(C)c1=O,enamine
Z112210656,CCc1ccccc1N(C(C)=O)c1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)cs1,enamine
Z1567828496,Cc1cc(Nc2cc(-c3ccccc3)nc3ncnn23)nn1C,enamine
Z109714152,Cc1cc(C)c(CNC(=O)c2cc3c(C)nn(Cc4ccc(Cl)cc4)c3s2)c(=O)[nH]1,enamine
Z111770796,COc1ccc(-c2cn3cccnc3n2)cc1NC(=O)C1CCCCC1,enamine
Z113852396,CCc1ccc(-c2nnn(CC(=O)Nc3cccc(C#N)c3)n2)cc1,enamine
Z113854794,CCc1ccc(-c2nnn(CC(=O)Nc3cc(NC(C)=O)ccc3OC)n2)cc1,enamine
Z216698510,Cc1nc(-c2ccc(OCC(=O)N3CCOC(C)C3)cc2)no1,enamine
Z115013596,COc1ccc(NC(=O)c2nn(-c3ccccc3)c(C)cc2=O)c(OC)c1,enamine
Z115071934,Cc1cc(=O)c(C(=O)NC2(C)CCS(=O)(=O)C2)nn1-c1ccccc1,enamine
Z852329896,CCc1cc(NC(=O)Cc2c(C)nc(-c3ccccn3)[nH]c2=O)[nH]n1,enamine
Z115146628,CN(Cc1cnn(-c2ccccc2)c1)C(=O)c1n[nH]c(=O)c2ccccc12,enamine
Z1126755407,Cc1ccc(-c2nc(Cn3ccnc3-c3ccccn3)cs2)o1,enamine
Z115621410,Cc1nn(C)c(C)c1S(=O)(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,enamine
Z115665352,COc1ccc(OC)c(S(=O)(=O)Nc2ccc(-c3csc(C)n3)cc2)c1,enamine
Z116287850,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)Cn3c(C)cc4ccccc43)cc2)c1C,enamine
Z114997222,Cc1cc(=O)c(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)nn1-c1ccccc1,enamine
Z108909304,O=C(Cn1ncc(=O)c2ccccc21)Nc1ccc(-c2nnc3n2CCCCC3)cc1,enamine
Z133974080,CN(Cc1cnn(Cc2ccccc2)c1)S(=O)(=O)c1ccccc1C#N,enamine
Z116807154,Cc1cc(=O)c(C(=O)N2CC(=O)Nc3ccccc32)nn1-c1ccc(Cl)cc1,enamine
Z116807216,O=C1CN(C(=O)c2ccc(Cn3nnc4ccccc43)cc2)c2ccccc2N1,enamine
Z2072587973,CC(C)(NC(=O)c1sccc1Cl)c1cn(-c2ccccc2)nn1,enamine
Z116881790,COc1cc(NC(=O)c2cc(-c3ccccc3)[nH]n2)c(OC)cc1NC(=O)c1ccccc1,enamine
Z115172650,Cn1ccc(NC(=O)Cc2csc(-c3cccc(Cl)c3)n2)n1,enamine
Z960402406,Cn1cnnc1CNC(=O)c1ccn(-c2ccccc2Cl)n1,enamine
Z417157958,Cc1cccc(-c2nc(CS(=O)(=O)Cc3ccccc3C(F)(F)F)no2)c1,enamine
Z1126921006,O=C(Cc1coc(-c2ccccc2)n1)Nc1cccc(-c2ncc[nH]2)c1,enamine
Z1127031469,CCc1ccc(NC(=O)Cc2c(C)[nH]c(-c3ncccn3)nc2=O)cc1,enamine
Z1127033154,CCc1cccc(NC(=O)Cc2c(C)[nH]c(-c3ncccn3)nc2=O)c1,enamine
Z1127027580,Cc1cccc(NC(=O)Cc2c(C)[nH]c(-c3ncccn3)nc2=O)c1,enamine
Z1127027862,Cc1ccc(NC(=O)Cc2c(C)[nH]c(-c3ncccn3)nc2=O)cc1C,enamine
Z118438602,Cc1cc(NC(=O)Cc2c(C(=O)O)nnn2-c2ccc(F)cc2)no1,enamine
Z118438604,Cc1cc(NC(=O)Cc2c(C(=O)O)nnn2-c2ccc(Br)cc2)no1,enamine
Z827056976,Cc1nc(CS(=O)(=O)Cc2nc(-c3ccc(Cl)cc3)no2)oc1C,enamine
Z827013614,O=S(=O)(c1cccc(-n2cnnn2)c1)N1CCN(c2cnccn2)CC1,enamine
Z118596816,Cn1c(Cc2nc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)cs2)nc2ccccc21,enamine
Z118608470,O=S(=O)(c1ccc(-c2csc(Cc3ccccc3)n2)cc1)N1CCOCC1,enamine
Z826803106,Cn1nc2c(c1NC(=O)c1ccc(NS(=O)(=O)c3ccc(F)cc3)cc1)CCC2,enamine
Z118592528,O=S(=O)(c1ccc(-c2csc(Cc3nc4ccccc4[nH]3)n2)cc1)N1CCCC1,enamine
Z118863406,COc1ccc(-c2nc(CC(=O)Nc3sc(C)c(C)c3C#N)cs2)cc1,enamine
Z1126793812,O=C(Nc1ccc(-c2ccccc2)cn1)C1CCCN1C(=O)C1CC1,enamine
Z827179732,O=S(=O)(Nc1ccc2[nH]c(C3CCCO3)nc2c1)c1ccccc1,enamine
Z118600082,O=S(=O)(c1ccc(-c2csc(NCc3ccc(F)cc3)n2)cc1)N1CCOCC1,enamine
Z118607874,O=S(=O)(c1ccc(-c2csc(COc3ccccc3)n2)cc1)N1CCOCC1,enamine
Z827146994,O=C(O)c1ccn(-c2ccc(NS(=O)(=O)c3ccc(N4CCCC4=O)cc3)cc2)n1,enamine
Z826952732,O=C(Cn1cc(-c2ccccc2)cn1)Nc1ccccc1,enamine
Z385993010,Cc1ccc(-c2nc(COc3ccccc3C(N)=O)cs2)o1,enamine
Z361867532,O=S(=O)(c1cccnc1)N(Cc1csc(-c2ccc(F)cc2)n1)C1CC1,enamine
Z826943940,COc1ccc(-c2csc(CCNc3nn4cc(C)nc4s3)n2)cc1,enamine
Z826955610,COc1cc(C)ccc1OCc1csc(-c2cnn(C)c2)n1,enamine
Z119598226,CCS(=O)(=O)c1ccccc1C(=O)Nc1nc(-c2cccc(F)c2)cs1,enamine
Z872288694,CC1Cc2ccccc2N1S(=O)(=O)c1cnn(-c2ccccc2)c1,enamine
Z826693684,Cn1cc(C(=O)O)c(-c2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)n1,enamine
Z826693758,Cn1cc(C(=O)O)c(-c2ccc(NS(=O)(=O)c3cccc(F)c3)cc2)n1,enamine
Z960279842,Cc1noc(C)c1S(=O)(=O)Nc1ccc(Oc2ccncc2)cc1,enamine
Z826705052,O=C(c1ccccc1NS(=O)(=O)c1cccc(-n2cnnn2)c1)N1CCCC1,enamine
Z826692298,CCOC(=O)c1cn[nH]c1S(=O)(=O)Nc1ccc(-n2cncn2)c(F)c1,enamine
Z119683968,Cc1noc(C)c1CC(=O)N1CC(C(=O)N2CCOCC2)Oc2ccccc21,enamine
Z119679846,COc1ccc(CC(=O)N2CC(C(=O)N3CCOCC3)Oc3ccccc32)cc1,enamine
Z119764914,COc1ccccc1CC(=O)Nc1nnc(-c2ccc(C)cc2)[nH]1,enamine
Z119833978,Cc1cc(=O)c(C(=O)Nc2cccc(C(=O)NC3CC3)c2)nn1-c1ccccc1,enamine
Z167617106,O=C(Cn1cnnn1)Nc1ccc(Oc2ccccc2Cl)cc1,enamine
Z827605616,O=C(Nc1ccccc1-n1cncn1)c1ccn(-c2cccc(F)c2)n1,enamine
Z364573506,CC1COCCN1C(=O)COc1cccc(Oc2ccccn2)c1,enamine
Z109091590,COC(=O)c1sccc1NC(=O)Cc1ccc(OCc2c(C)noc2C)cc1,enamine
Z827665148,Cc1nc(C2(NC(=O)c3ccn(-c4cccc(F)c4)n3)CCC2)no1,enamine
Z125271266,Cc1c(C#N)c(NC(=O)Cn2nnc(-c3cccc(F)c3)n2)n(CC2CCCO2)c1C,enamine
Z125301066,CC(C(=O)Nc1sccc1C#N)n1nnc(-c2ccc(Br)cc2)n1,enamine
Z126068782,NC(=O)Cn1c(CN2CCc3sccc3C2c2ccccc2)nc2ccccc2c1=O,enamine
Z125842464,Cc1onc(-c2ccccc2)c1-c1nnc(CN2Cc3ccccc3CC2C(N)=O)o1,enamine
Z1127928422,O=C(Nc1ccc2[nH]ncc2c1)C1CCCN1C(=O)Nc1ccccc1,enamine
Z335854472,Cc1cc(C)cc(-n2ncc3c(=O)n(CC(=O)N4CCCC(C(N)=O)C4)cnc32)c1,enamine
Z127172538,N#Cc1c(Cl)cccc1Oc1ccc(S(=O)(=O)N2CCOCC2)cc1,enamine
Z128087462,CC(Nc1cnn(-c2ccc(C(F)(F)F)cn2)c(=O)c1Cl)c1nnc2ccccn12,enamine
Z131081528,CC(=O)N(c1nc(C=Cc2nc3ccccc3o2)cs1)c1cccc(C)c1C,enamine
Z1128322465,Cc1nnc(NC(=O)Cc2coc(-c3ccc(Cl)cc3)n2)s1,enamine
Z131080332,CC(=O)N(c1nc(C=Cc2nc3ccccc3s2)cs1)c1cccc(C)c1C,enamine
Z131213770,CCOc1ccccc1NC(=O)c1ccccc1OCc1cn2ccccc2n1,enamine
Z131236128,Cc1nc(-c2ccc(CNC(=O)c3cnn(C)c3)cc2)cs1,enamine
Z131237090,Cc1nc(-c2ccc(CNC(=O)c3c(C)oc(C)c3C)cc2)cs1,enamine
Z131228078,Cc1nc(-c2ccc(CNC(=O)c3ccccc3Br)cc2)cs1,enamine
Z131228592,Cc1nc(-c2ccc(CNC(=O)c3ccccc3C)cc2)cs1,enamine
Z131371360,Cc1nc(C(=O)Nc2cccc3cccnc23)nn1-c1ccc(F)cc1,enamine
Z131329984,COC(=O)c1ccc(NC(=O)Cc2c(C)nn(-c3ccccc3)c2C)s1,enamine
Z131330510,COC(=O)c1ccc(NC(=O)c2nn(-c3ccccc3Cl)c(C)cc2=O)s1,enamine
Z131404962,O=C(Cn1nnc(COc2ccccc2)n1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,enamine
Z131330268,COC(=O)c1ccc(NC(=O)c2nn(-c3ccc(Cl)cc3)c(C)cc2=O)s1,enamine
Z284527724,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ccc(-n2ccnc2)cc1,enamine
Z1128793933,COc1cccc2c1N(C(=O)c1ccc(-n3cncn3)cc1)CCC2,enamine
Z131761614,CN(Cc1cnn(Cc2ccccc2)c1)C(=O)c1n[nH]c(=O)c2ccccc12,enamine
Z1129024178,CCN(C)C(=O)c1cccc(C(=O)Nc2ncccc2OCc2ccncc2)c1,enamine
Z296526292,CCS(=O)c1ccccc1C(=O)Nc1nc(-c2c[nH]c(C(N)=O)c2)cs1,enamine
Z1128864134,CC(C)c1nnc(NC(=O)Cc2coc(-c3ccc(Cl)cc3)n2)[nH]1,enamine
Z193115776,NC(=O)c1[nH]cnc1NC(=O)Cc1ccc(-c2ccccc2)cc1,enamine
Z1129152603,O=C(Cn1cnnn1)Nc1ccc(Oc2ccc(F)cc2)cn1,enamine
Z165069760,CN(C)c1ccc(C(=O)NCc2ccc(Cn3cccn3)cc2)cc1,enamine
Z285649606,O=C(Cn1cnc2c(cnn2-c2cccc(C(F)(F)F)c2)c1=O)N1CCc2ccccc21,enamine
Z216435304,O=S(=O)(NC1CC1)c1cccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1,enamine
Z1129441490,Cc1nc(-c2ccc(F)cc2)sc1C(C)NC(=O)c1c[nH]nn1,enamine
Z239535398,COc1ccccc1CC(=O)Nc1cnc2c(c1)c(C)nn2C,enamine
Z240734980,Cc1nn(C)c2ncc(NC(=O)Cc3cnn(-c4ccccc4)c3)cc12,enamine
Z151004124,Cc1ccc(Cl)c(NC(=O)Cn2nc(-c3ccc(F)cc3)oc2=O)c1Cl,enamine
Z224317640,CCOc1ccccc1-c1noc(CN2CCN(C(=O)c3ccccc3)CC2)n1,enamine
Z132968482,COC(=O)c1ccc(S(=O)(=O)Nc2cccc(-c3nnc4n3CCCCC4)c2)cc1,enamine
Z1470706268,Cc1c(C(=O)N2CCC(N)CC2C)nnn1-c1cccc2cnccc12,enamine
Z1892202491,O=C(Cc1nc(Cn2cnc3ccccc32)cs1)Nc1ccccc1,enamine
Z133973950,CN(Cc1cnn(Cc2ccccc2)c1)S(=O)(=O)c1ccccc1Cl,enamine
Z133973720,CN(Cc1cnn(Cc2ccccc2)c1)S(=O)(=O)c1ccc2c(c1)OCCO2,enamine
Z133973748,CN(Cc1cnn(Cc2ccccc2)c1)S(=O)(=O)c1cccc(C(F)(F)F)c1,enamine
Z1383992394,COc1ccc(-c2cc(C(=O)Nc3nccn(C)c3=O)sc2C)cc1,enamine
Z133893430,O=C1CCCN1c1ccccc1NCc1nc(-c2cccc(Cl)c2)no1,enamine
Z133974272,Cc1ccc(C)c(S(=O)(=O)N(C)Cc2cnn(Cc3ccccc3)c2)c1,enamine
Z133973956,CN(Cc1cnn(Cc2ccccc2)c1)S(=O)(=O)c1cccc(Br)c1,enamine
Z133974068,CN(Cc1cnn(Cc2ccccc2)c1)S(=O)(=O)c1cccc(C#N)c1,enamine
Z133974100,CN(Cc1cnn(Cc2ccccc2)c1)S(=O)(=O)c1ccc(Br)s1,enamine
Z133865800,CN(Cc1cnn(-c2ccccc2)c1)S(=O)(=O)c1c(Cl)cccc1Cl,enamine
Z133865920,CN(Cc1cnn(-c2ccccc2)c1)S(=O)(=O)c1ccccc1C#N,enamine
Z133865494,CN(Cc1cnn(-c2ccccc2)c1)S(=O)(=O)c1ccccc1,enamine
Z133866070,COc1ccc(OC)c(S(=O)(=O)N(C)Cc2cnn(-c3ccccc3)c2)c1,enamine
Z133790180,Cc1nn(C)c(C)c1S(=O)(=O)NCc1cn(-c2ccccc2)nc1-c1ccccc1,enamine
Z1572354443,Cc1nn(C)c(Oc2cccnc2)c1CN1CCOC(C2CCCO2)C1,enamine
Z133891314,COc1cccc(OC)c1OCc1coc(-c2ccc(Cl)cc2)n1,enamine
Z124118474,Cc1cc(NC(=O)C(C)n2nnc(-c3cccc(C(F)(F)F)c3)n2)no1,enamine
Z134375400,CCOc1ccc(-c2nc(Cn3nc(-c4ccc(F)cc4)oc3=O)cs2)cc1OC,enamine
Z134375406,COc1cccc(-c2noc(Cn3nc(-c4ccc(F)cc4)oc3=O)n2)c1,enamine
Z134375426,O=c1oc(-c2ccc(F)cc2)nn1Cc1nc(-c2ccc(F)cc2)no1,enamine
Z134376016,Cc1ccc(-n2nc(C)c(NC(=O)Cn3nc(-c4ccc(F)cc4)oc3=O)c2C)cc1,enamine
Z134251082,COC(=O)c1ccc(OCc2nc(N)nc(Nc3ccc(F)cc3)n2)c(OC)c1,enamine
Z134615392,O=S(=O)(c1ccccc1)N(Cc1nnc(-c2ccccc2)o1)c1nccs1,enamine
Z134749924,CS(=O)(=O)Cc1nc2ccccc2n1CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,enamine
Z134660978,CC1(c2cccc(-n3cnnn3)c2)NC(=O)N(Cc2ncc(-c3ccc(F)cc3)o2)C1=O,enamine
Z134660688,CC1(c2cccc(-n3cnnn3)c2)NC(=O)N(CCOc2cccc(Cl)c2)C1=O,enamine
Z134660290,Cc1noc(C)c1CN1C(=O)NC(C)(c2cccc(-n3cnnn3)c2)C1=O,enamine
Z1462284509,Cc1csc(CNc2cccc(COCC3CCCCO3)c2)n1,enamine
Z135856564,O=C(Cn1ccc(=O)[nH]c1=O)Nc1nc(-c2c[nH]c3ccccc23)cs1,enamine
Z136043186,O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccc(Oc2ccc(Br)cc2)cc1,enamine
Z136881862,CCc1ccc(-c2csc(NC(=O)Cn3ccc(=O)[nH]c3=O)n2)s1,enamine
Z1498851253,CC(=O)N(C)c1cccc(NCc2ccc(-c3ccncc3)cc2F)c1,enamine
Z1367164131,Cc1ccc(NCc2cccc3cn[nH]c23)cc1OC1CCOC1,enamine
Z285502056,COC(=O)c1ccccc1NC(=O)c1ccc(CNS(=O)(=O)c2ccccc2C#N)cc1,enamine
Z221571526,O=S(=O)(Nc1cccc(-c2nnnn2C2CC2)c1)c1ccccc1C(F)(F)F,enamine
Z285615126,COc1ccc(-c2nc(COc3ccccc3C(N)=O)no2)cc1,enamine
Z228663490,O=S(=O)(Nc1cccc(-c2nnnn2C2CC2)c1)c1c(Cl)cccc1Cl,enamine
Z1462728243,Cc1nccn1Cc1ccc(NCc2cccc3cccnc23)cc1,enamine
Z1343281974,CCn1nnnc1-c1cccc(NCc2cccc(C#N)c2)c1,enamine
Z1462859407,COc1cccc(CNc2cccc(-c3ncon3)c2)c1,enamine
Z285635802,COc1ccc(-c2nc(Cn3cnc4ccsc4c3=O)no2)cc1,enamine
Z236334158,Cc1nn(-c2ccccc2)c(Cn2nnn(-c3ccccc3)c2=O)c1C#N,enamine
Z1462566317,CN(C)C(=O)Cc1ccccc1NCc1ccc(-n2ccnc2)cc1,enamine
Z899185104,CC(NC(=O)c1sccc1C1CC1)c1ccc(-n2cncn2)cc1,enamine
Z1130759005,CS(=O)(=O)Nc1ccccc1C(=O)Nc1nc(-c2cccc(F)c2)cs1,enamine
Z138148402,NC(=O)c1ccccc1NCc1ncc(-c2ccccc2)o1,enamine
Z363193134,COCc1ccccc1C(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1,enamine
Z1462516493,Cn1ccnc1-c1cccc(NCc2cccc(C#N)c2)c1,enamine
Z285676790,Cc1cc(NS(=O)(=O)c2ccc(Oc3ccc(Br)cc3)nc2)no1,enamine
Z285675982,CCOc1ccc(Nc2ccc(S(=O)(=O)Nc3cc(C)on3)cn2)cc1,enamine
Z285675984,CCOc1ccc(Nc2ccc(S(=O)(=O)NC3CC3)cn2)cc1,enamine
Z285676032,Cc1ccc(Nc2ccc(S(=O)(=O)NC3CC3)cn2)cc1,enamine
Z285705098,Cc1nc(-c2ccc(Oc3nccc(C(F)(F)F)n3)cc2)no1,enamine
Z1462527034,Cc1cccn2c(CNc3ccc(-n4cncn4)c(F)c3)cnc12,enamine
Z285716890,FC(F)(F)c1ccnc(NCc2cnn(-c3ccccc3)c2)n1,enamine
Z1462811277,CS(=O)Cc1cccc(NCc2ccc(-n3ccnc3)cc2)c1,enamine
Z1462819718,Cc1nnc(-c2cccc(NCc3ccc(-n4cncn4)c(C)c3)c2)o1,enamine
Z285668232,CN(Cc1nc2ccccc2s1)S(=O)(=O)c1ccc2c(c1)oc(=O)n2C,enamine
Z285665060,CCN(c1ccccc1)S(=O)(=O)c1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,enamine
Z1462669553,c1cc(CNc2ccc(-n3ccnn3)cc2)c2[nH]ncc2c1,enamine
Z1462685772,Cc1n[nH]cc1CNc1ccc(CC(=O)N2CCc3ccccc32)cc1,enamine
Z1462670069,Cc1cccn2c(CNc3ccc(-n4ccnn4)cc3)cnc12,enamine
Z1462655276,OCc1ccc(CNc2ccc(Cc3nnc4ccccn34)cc2)o1,enamine
Z285907800,c1ccc(-c2ccc(CN3CCCC3)cc2)c(CNc2ccc3nnnn3n2)c1,enamine
Z1574904657,O=C(NCc1nncn1C1CC1)c1ccc2c(c1)N=S=N2,enamine
Z272199346,Cc1nc(NC(=O)C2Cc3ccccc3O2)sc1-c1nccn1C,enamine
Z1144660645,O=C(Nc1ccc(-c2nnn[nH]2)cc1)C1CCCN1C(=O)C1CCCC1,enamine
Z285955882,O=c1c(Cl)c(Cl)cnn1Cc1coc(-c2ccc(F)cc2)n1,enamine
Z167888466,CS(=O)(=O)N1CCN(C(=O)COc2ccc(-n3cnnn3)cc2)CC1,enamine
Z286154096,Cc1ccc(-c2nc(Cn3cnc4ccsc4c3=O)co2)cc1,enamine
Z286124018,O=C1C(=O)N(C23CC4CC(CC(C4)C2)C3)C(=O)N1Cc1coc(-c2ccc(F)cc2)n1,enamine
Z279711256,O=C(COc1cccc(Oc2ccccn2)c1)N1CCc2ccccc21,enamine
Z1574608028,Cc1cc(C(=O)N2CCc3c(ncn3CCc3ccccc3)C2)c(C)o1,enamine
Z1574606381,O=C(c1ccc2ccccc2n1)N1CCc2c(ncn2CCc2ccccc2)C1,enamine
Z1574606992,O=C(c1cscn1)N1CCc2c(ncn2CCc2ccccc2)C1,enamine
Z283749758,Cc1cc(NC(=O)Cn2cnc3cc(F)c(F)cc32)no1,enamine
Z185165458,COc1ccc(S(=O)(=O)N2CCc3cc(-c4csc(C)n4)ccc32)cc1OC,enamine
Z280678928,O=C(Cn1cnnn1)Nc1ncc(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)s1,enamine
Z285969930,Cc1cc(C)cc(NS(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)c1,enamine
Z286039730,O=c1c(Cl)c(Cl)cnn1-c1ccc(S(=O)(=O)Nc2ccc3c(c2)CCC3)cc1,enamine
Z285970152,Cc1ccc(F)cc1NS(=O)(=O)c1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,enamine
Z286139884,O=c1c(Cl)c(Cl)cnn1-c1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1,enamine
Z285981118,Cc1ccc(NS(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)c(F)c1,enamine
Z286201430,Cc1cnc2c(S(=O)(=O)Nc3c(C(C)C)n(C)n(-c4ccccc4)c3=O)cccc2c1,enamine
Z285965006,NC(=O)c1ccccc1NS(=O)(=O)c1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,enamine
Z285970992,CCc1ccc(NS(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)cc1,enamine
Z285994844,Cc1cccc(C)c1NS(=O)(=O)c1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,enamine
Z285972462,Cc1ccc(NS(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)cc1F,enamine
Z285984356,N#Cc1cccc(NS(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)c1,enamine
Z286055298,CCc1ccccc1NS(=O)(=O)c1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,enamine
Z285986308,CCc1cccc(NS(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)c1,enamine
Z1131762729,Cc1cc(=O)c(C(=O)NCc2cccc(CO)c2)nn1-c1ccccc1,enamine
Z1419120013,COc1ccsc1S(=O)(=O)Nc1cc(-c2ccccc2)on1,enamine
Z951371128,COc1ccnc(NCc2ccc(Cn3cnc4ccccc43)cc2)n1,enamine
Z1574939774,Fc1ccc(Oc2cc(CNc3cncc4ncnn34)ccn2)cc1,enamine
Z1451085340,N#Cc1cccc(-c2c[nH]c(CNC(=O)c3n[nH]c(=O)c4ccccc34)n2)c1,enamine
Z221571544,Cc1ccc(S(=O)(=O)Nc2cccc(-c3nnnn3C3CC3)c2)c(C)c1,enamine
Z221571538,Cc1ccc(C)c(S(=O)(=O)Nc2cccc(-c3nnnn3C3CC3)c2)c1,enamine
Z1423381527,Cc1nc(CNC(=O)c2ccc(=O)[nH]n2)oc1-c1ccc(Cl)cc1,enamine
Z139967258,O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccc(-n2cnc3ccccc32)cc1,enamine
Z1575083397,CCS(=O)(=O)c1ccc(S(=O)(=O)Nc2ncn(-c3ccccn3)n2)cc1,enamine
Z1575083438,Cc1[nH]nc(C(F)F)c1NS(=O)(=O)c1cnn(Cc2ccccc2)c1,enamine
Z167694352,CCOC(=O)c1sc(-c2ccc3c(c2)OCO3)cc1NC(=O)Cc1csc(C)n1,enamine
Z1575082813,Cc1nc(NS(=O)(=O)c2cnn(-c3ccccc3F)c2)c(Cl)cc1Cl,enamine
